"nr";"memo";"materiaal";"bijzonderheden";"omschrijving";"korte_omschrijving";"aub";"hoofd_aanvraag";"soort";"groep";"selectie";"versie_opname";"versie_mutatie";"versie_vervallen";"toelichting";"vraag_type";"decimalen";"eenheid";"abs_min";"abs_max";"ref_min";"ref_max";"antwoordenlijst";"formule";"materiaal_info";"bijzonderheden_info";"aub_info";"groep_info";"formule_uitleg"
2206;"DMHB";"TZ";"";"hoofdbehandelaar diabetes";"hfdbehDM";"B";"";"D";"ZP";"2";10;14;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"endocriene klieren/metabolisme, zorgproc";NA;"Beide";"zorgproces";NA
2714;"GZHB";"PZ";"";"hoofdbehandelaar GGZ";"hfdbehGGZ";"B";"";"D";"ZP";"2";12;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"psychische problemen, zorgproces";NA;"Beide";"zorgproces";NA
3016;"DCHB";"AZ";"";"hoofdbehandelaar hartfalen";"hfdbehdec";"B";"";"D";"ZP";"2";16;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"algemeen, zorgproces";NA;"Beide";"zorgproces";NA
4060;"LAHB";"DZ";"";"hoofdbehandelaar leveraandoeningen";"hfdbehLev";"B";"";"D";"ZP";"2";38;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"maag/darm, zorgproces";NA;"Beide";"zorgproces";NA
3447;"OBHB";"AZ";"";"hoofdbehandelaar obesitas";"hfdbehObs";"B";"";"D";"ZP";"2";20;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"algemeen, zorgproces";NA;"Beide";"zorgproces";NA
3546;"OSHB";"LZ";"";"hoofdbehandelaar osteoporose/fractuurprv";"hfdbehost";"B";"";"D";"ZP";"3";21;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"bewegingsapparaat, zorgproces";NA;"Beide";"zorgproces";NA
3015;"OZHB";"AZ";"";"hoofdbehandelaar ouderenzorg";"hfdbehoud";"B";"";"D";"ZP";"2";16;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"algemeen, zorgproces";NA;"Beide";"zorgproces";NA
3668;"PAHB";"KZ";"";"hoofdbehandelaar perifeer art.vaatl(PAV)";"hfdbehPAV";"B";"";"D";"ZP";"2";23;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"hartvaatstelsel, zorgproces";NA;"Beide";"zorgproces";NA
3040;"SKHB";"TZ";"";"hoofdbehandelaar schildklieraandoening";"hfdbehsch";"B";"";"D";"ZP";"3";16;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"endocriene klieren/metabolisme, zorgproc";NA;"Beide";"zorgproces";NA
3039;"UIHB";"UZ";"";"hoofdbehandelaar urine-incontinentie";"hfdbehinc";"B";"";"D";"ZP";"3";16;NA;NA;NA;"EK";NA;"";NA;NA;NA;NA;"34 - huisarts/specialist/over/onbek";NA;"urinewegen, zorgproces";NA;"Beide";"zorgproces";NA
2662;"RRHD";"KA";"MH";"hoogste diast. bloeddruk (24-u meting)";"RR24hodia";"U";"RR24";"D";"BM";"3";11;NA;NA;NA;"NM";0;"mmHg";0;400;NA;NA;"";NA;"hartvaatstelsel, algemeen";"meting: thuismeting";"Uitslag";"biometrie";NA
3714;"RHD7";"KA";"MH";"hoogste diast.bloeddruk(5-7 dg thuismet)";"maxRRdith";"B";"";"D";"BM";"4";25;NA;NA;"De hoogst gemeten diastolische bloeddruk, gemeten over meerdere dagen door de patiënt thuis, zoals beschreven in de NHG-Standaard Cardiovasculair Risico Management. Gedurende 5 tot 7 dagen bepaalt de patiënt tweemaal per dag de diastolische bloeddruk. De resultaten van de eerste dag tellen niet mee.";"NM";0;"mmHg";0;400;NA;NA;"";NA;"hartvaatstelsel, algemeen";"meting: thuismeting";"Beide";"biometrie";NA
2661;"RRHS";"KA";"MH";"hoogste syst. bloeddruk (24-u meting)";"RR24hosys";"U";"RR24";"D";"BM";"3";11;NA;NA;NA;"NM";0;"mmHg";0;400;NA;NA;"";NA;"hartvaatstelsel, algemeen";"meting: thuismeting";"Uitslag";"biometrie";NA
3712;"RHS7";"KA";"MH";"hoogste syst.bloeddruk (5-7 dg thuismet)";"maxRRsyth";"B";"";"D";"BM";"4";25;NA;NA;"De hoogst gemeten systolische bloeddruk, gemeten over meerdere dagen door de patiënt thuis, zoals beschreven in de NHG-Standaard Cardiovasculair Risico Management. Gedurende 5 tot 7 dagen bepaalt de patiënt tweemaal per dag de systolische bloeddruk. De resultaten van de eerste dag tellen niet mee.";"NM";0;"mmHg";0;400;NA;NA;"";NA;"hartvaatstelsel, algemeen";"meting: thuismeting";"Beide";"biometrie";NA
649;"O005";"B";"MD";"Howell-Jolly lichaampjes";"HowellJol";"U";"DIFF";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
3860;"HCRP";"B";"PO";"HS-C-reactive proteine (CRP) POC-test";"HSCRP POC";"B";"";"L";"KC";"2";27;NA;NA;"De bepaling gebeurt in de huisartsenpraktijk door middel van een Point of care-testsysteem. HS = High Sensitive";"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"POC Point Of Care test";"Beide";"klinische chemie";NA
2927;"HUII";"B";"";"huid auto-antistoffen";"huid as";"B";"";"L";"IM";"4";15;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
1688;"HATR";"LV";"LI";"huidatrofie linkervoet";"huidatrlv";"B";"";"D";"IN";"2";7;8;NA;NA;"EK";NA;"";NA;NA;NA;1;"48 - nee/ja/onduidelijk";NA;"voet";"links";"Beide";"inspectie";NA
1689;"HATR";"LV";"RE";"huidatrofie rechtervoet";"huidatrrv";"B";"";"D";"IN";"2";7;8;NA;NA;"EK";NA;"";NA;NA;NA;1;"48 - nee/ja/onduidelijk";NA;"voet";"rechts";"Beide";"inspectie";NA
2542;"H215";"SA";"";"huidtest (krul)zuring (Rumex crispus)";"htzuring";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2594;"HM70";"SA";"";"huidtest (on)kruidenmengsel";"htkruidem";"A";"";"L";"AL";"2";11;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Aanvraag";"allergologie";NA
2500;"H151";"SA";"";"huidtest acacia (Robinia pseudoacacia)";"ht acacia";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2614;"H001";"SA";"";"huidtest Acarus Siro (meelmijt)";"htmeelmij";"B";"";"L";"AL";"3";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2544;"H301";"SA";"";"huidtest Alternaria alternata";"ht Altalt";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2543;"H302";"SA";"";"huidtest Aspergillus clavatus";"htAspclav";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2545;"H303";"SA";"";"huidtest Aspergillus flavus";"htAspflav";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2546;"H304";"SA";"";"huidtest Aspergillus fumigatus";"htAspfumi";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2547;"H305";"SA";"";"huidtest Aspergillus nidulans";"htAspnidu";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2548;"H306";"SA";"";"huidtest Aspergillus niger";"htAspnige";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2549;"H307";"SA";"";"huidtest Aspergillus oryzae";"htAsporyz";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2550;"H308";"SA";"";"huidtest Aspergillus repens";"htAsprepe";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2551;"H309";"SA";"";"huidtest Aspergillus versicolor";"htAspvers";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2552;"H310";"SA";"";"huidtest Aureobasidium pullulans";"htAurepul";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2480;"H101";"SA";"";"huidtest beemdlangbloem (Fest.pratensis)";"ht beemd";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2501;"H152";"SA";"";"huidtest berk";"ht berk";"B";"";"L";"AL";"3";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2502;"H153";"SA";"";"huidtest beuk";"ht beuk";"B";"";"L";"AL";"3";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2528;"H201";"SA";"";"huidtest bijvoet (Artemisia vulgaris)";"htbijvoet";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2601;"HM43";"SA";"";"huidtest bomen 1 Ooms";"htbomen1O";"B";"HM40";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2605;"HM53";"SA";"";"huidtest bomen 2 Ooms";"htbomen2O";"B";"HM50";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2596;"HM40";"SA";"";"huidtest bomenmengsel 1";"htbomenm1";"A";"";"L";"AL";"2";11;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Aanvraag";"allergologie";NA
2598;"HM50";"SA";"";"huidtest bomenmengsel 2";"htbomenm2";"A";"";"L";"AL";"2";11;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Aanvraag";"allergologie";NA
2599;"HM60";"SA";"";"huidtest bomenmengsel 3";"htbomenm3";"A";"";"L";"AL";"2";11;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Aanvraag";"allergologie";NA
2602;"HM44";"SA";"";"huidtest boompollenmengsel 1 Artu";"htbomen1U";"B";"HM40";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2606;"HM54";"SA";"";"huidtest boompollenmengsel 2 Artu";"htbomen2U";"B";"HM50";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2608;"HM64";"SA";"";"huidtest boompollenmengsel 3 Artu";"htbomen3U";"B";"HM60";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2553;"H311";"SA";"";"huidtest Botrytis cinerea";"htBotryci";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2529;"H202";"SA";"";"huidtest brandnetel";"htbrandne";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2585;"H343";"SA";"";"huidtest Candida albicans";"htCandalb";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2621;"H401";"SA";"";"huidtest cavia epitheel";"htcaviaep";"B";"";"L";"AL";"3";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2504;"H155";"SA";"";"huidtest ceder";"ht ceder";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2554;"H312";"SA";"";"huidtest Chaetomium globosum";"htChaetgl";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2555;"H313";"SA";"";"huidtest Cladosporium cladosporioides";"htCladcla";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2556;"H314";"SA";"";"huidtest Cladosporium fulvum";"htCladful";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2557;"H315";"SA";"";"huidtest Cladosporium herbarum";"htCladher";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2639;"H020";"SA";"";"huidtest controlevloeistof";"htcontrvl";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2558;"H316";"SA";"";"huidtest Curvularia lunata";"htCurvlun";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2503;"H154";"SA";"";"huidtest den";"ht den";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2612;"H002";"SA";"";"huidtest Dermatoph.farinae(huisstofmijt)";"hthuissm1";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2613;"H003";"SA";"";"huidtest Dermatoph.pteronys(huisstmijt)";"hthuissm2";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2590;"HM94";"SA";"";"huidtest dieren epithelia mengsel 1 Artu";"htdierep1";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2591;"HM95";"SA";"";"huidtest dieren epithelia mengsel 2 Artu";"htdierep2";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2592;"HM92";"SA";"";"huidtest dierenharen mengsel 1 Ooms";"htdierha1";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2593;"HM93";"SA";"";"huidtest dierenharen mengsel 2 Ooms";"htdierha2";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2530;"H203";"SA";"";"huidtest dwergambrosa (Ambrosia elatior)";"htambrosa";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2622;"H402";"SA";"";"huidtest eend epitheel / eendenveren";"hteendepv";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2505;"H156";"SA";"";"huidtest eik";"ht eik";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2506;"H157";"SA";"";"huidtest els";"ht els";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2481;"H102";"SA";"";"huidtest Engels raaigras(Lolium perenne)";"htEngraai";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2559;"H317";"SA";"";"huidtest Epicoccum purpurascens";"htEpicpur";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2507;"H158";"SA";"";"huidtest es";"ht es";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2508;"H159";"SA";"";"huidtest esdoorn";"htesdoorn";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2482;"H103";"SA";"";"huidtest Frans raaigras(Arrhen. elatius)";"htFraraai";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2560;"H318";"SA";"";"huidtest Fusarium culmorum";"htFusacul";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2561;"H319";"SA";"";"huidtest Fusarium moniliforme";"htFusamon";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2623;"H403";"SA";"";"huidtest gans epitheel / ganzenveren";"htgansepv";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2624;"H404";"SA";"";"huidtest geit epitheel";"htgeitepi";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2483;"H104";"SA";"";"huidtest gerst";"ht gerst";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2589;"H009";"SA";"";"huidtest gerstemeel";"htgrstmee";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2484;"H105";"SA";"";"huidtest glanshaver (Avena Eliator)";"htglhaver";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2532;"H205";"SA";"";"huidtest glaskruid (Parietaria off/jud)";"htglaskru";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2615;"H004";"SA";"";"huidtest Glycyphagus domestic.(huismijt)";"hthuismij";"B";"";"L";"AL";"3";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2462;"HM10";"SA";"";"huidtest graanpollenmengsel";"htgraanpm";"A";"";"L";"AL";"2";11;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Aanvraag";"allergologie";NA
2464;"HM14";"SA";"";"huidtest graanpollenmengsel Artu";"htgraanpU";"B";"HM10";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2463;"HM11";"SA";"";"huidtest graanpollenmengsel HAL";"htgraanpH";"B";"HM10";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2471;"HM33";"SA";"";"huidtest gras/berkmengsel HAL";"htgrberkm";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2472;"HM34";"SA";"";"huidtest gras/bomenmengsel HAL";"htgrboomm";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2470;"HM32";"SA";"";"huidtest gras/graan/kruidenmengsel HAL";"htgrgrkrm";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2465;"HM20";"SA";"";"huidtest gras/graanpollenmengsel";"htgrgrnpm";"A";"";"L";"AL";"2";11;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Aanvraag";"allergologie";NA
2468;"HM24";"SA";"";"huidtest gras/graanpollenmengsel Artu";"htgrgrnpU";"B";"HM20";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2466;"HM21";"SA";"";"huidtest gras/graanpollenmengsel HAL";"htgrgrnpH";"B";"HM20";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2467;"HM23";"SA";"";"huidtest gras/graanpollenmengsel Ooms";"htgrgrnpO";"B";"HM20";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2469;"HM31";"SA";"";"huidtest gras/kruidenmengsel HAL";"htgrkruim";"B";"";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2455;"HM00";"SA";"";"huidtest graspollenmengsel";"ht graspm";"A";"";"L";"AL";"2";11;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Aanvraag";"allergologie";NA
2459;"HM02";"SA";"";"huidtest graspollenmengsel ALK";"htgraspmA";"B";"HM00";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
3682;"HM05";"SA";"";"huidtest graspollenmengsel Allergy Thera";"htgraspAT";"B";"HM00";"L";"AL";"2";24;NA;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2461;"HM04";"SA";"";"huidtest graspollenmengsel Artu";"htgraspmU";"B";"HM00";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2458;"HM01";"SA";"";"huidtest graspollenmengsel HAL";"htgraspmH";"B";"HM00";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2460;"HM03";"SA";"";"huidtest graspollenmengsel Ooms";"htgraspmO";"B";"HM00";"L";"AL";"2";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2509;"H160";"SA";"";"huidtest grove den(pijnboom, pinus sylv)";"htgrovden";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2533;"H206";"SA";"";"huidtest guldenroede (Solidago)";"htguldenr";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2510;"H161";"SA";"";"huidtest haagbeuk (Carpinus betulus)";"hthaagbeu";"B";"";"L";"AL";"4";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
2625;"H405";"SA";"";"huidtest hamster epitheel";"hthamsepi";"B";"";"L";"AL";"3";11;12;NA;NA;"EK";NA;"";NA;NA;NA;2;"115 - negatief/twijfel/positief/ster";NA;"huid, algemeen";NA;"Beide";"allergologie";NA
